pixel_x,pixel_y,norm_x,norm_y,norm_z
663,170,0.5186955332756042,0.2361629158258438,-0.08487983793020248
661,170,0.5171616673469543,0.2374821901321411,-0.07926367968320847
664,168,0.5189353227615356,0.23387111723423004,-0.08349301666021347
665,171,0.5199064612388611,0.23769967257976532,-0.07489391416311264
664,176,0.5191929340362549,0.2446240931749344,-0.07738970220088959
665,184,0.5202025175094604,0.2568708062171936,-0.07758432626724243
670,211,0.5238300561904907,0.29382243752479553,-0.07664475589990616
673,227,0.5260683298110962,0.316345751285553,-0.08964920789003372
671,246,0.5249360203742981,0.3428055942058563,-0.0877443253993988
669,273,0.5233182311058044,0.38055217266082764,-0.08340002596378326
670,299,0.52400141954422,0.416608065366745,-0.07760627567768097
675,326,0.5276171565055847,0.4540250301361084,-0.08130211383104324
677,328,0.5289936661720276,0.45614659786224365,-0.07525753229856491
676,358,0.5283913612365723,0.4983886182308197,-0.07649340480566025
674,389,0.5270113945007324,0.5416525602340698,-0.07136644423007965
671,422,0.5242682695388794,0.5867650508880615,-0.07147601991891861
665,453,0.5202919244766235,0.6299603581428528,-0.07562682032585144
663,480,0.5180896520614624,0.6668590307235718,-0.10308047384023666
656,513,0.512723982334137,0.7128105163574219,-0.10569313913583755
655,524,0.5124861001968384,0.7286550998687744,-0.09328313171863556
650,535,0.5083712339401245,0.7441713213920593,-0.10115419328212738
646,541,0.5049921870231628,0.7516008615493774,-0.10569994151592255
650,546,0.5081378817558289,0.7590153813362122,-0.10413821041584015
650,548,0.5085267424583435,0.7623419761657715,-0.08704410493373871
649,542,0.507535994052887,0.7536402940750122,-0.11539652943611145
655,503,0.5117800831794739,0.6999232172966003,-0.16272345185279846
664,487,0.5188965797424316,0.6768147945404053,-0.10448198020458221
665,469,0.5202085375785828,0.652263879776001,-0.12742312252521515
676,458,0.5286418199539185,0.6367597579956055,-0.13956938683986664
678,449,0.5303086042404175,0.6243065595626831,-0.12819205224514008
679,446,0.5304802060127258,0.6196082234382629,-0.09432905167341232
682,438,0.5334005951881409,0.6096130013465881,-0.0817423164844513
692,425,0.5410317778587341,0.5903427004814148,-0.09662485122680664
700,419,0.5468980073928833,0.5824117660522461,-0.0875273048877716
707,417,0.5529191493988037,0.5792623162269592,-0.08094429224729538
714,411,0.5584140419960022,0.5720582604408264,-0.08295828104019165
723,407,0.5652679204940796,0.5664616823196411,-0.07781130075454712
729,407,0.5702731609344482,0.5654383301734924,-0.0769374892115593
731,409,0.5715101361274719,0.5686262249946594,-0.07359465956687927
734,409,0.5738279819488525,0.5685591697692871,-0.07422737032175064
734,409,0.5738081932067871,0.5692610144615173,-0.07472819834947586
733,414,0.5731345415115356,0.5759581923484802,-0.08207713812589645
728,422,0.5693048238754272,0.5869274735450745,-0.07541725784540176
724,428,0.5660542845726013,0.5944940447807312,-0.07525932788848877
710,441,0.5551962852478027,0.6126139163970947,-0.07981426268815994
702,450,0.5487036108970642,0.6250211000442505,-0.08293257653713226
695,457,0.5434136390686035,0.6353725790977478,-0.08837239444255829
689,465,0.5386578440666199,0.6461890935897827,-0.08924734592437744
684,469,0.5349692702293396,0.6526631116867065,-0.089739128947258
681,472,0.5320731997489929,0.6567189693450928,-0.09521862864494324
676,477,0.5285906791687012,0.6630003452301025,-0.0960083082318306
671,480,0.5245367884635925,0.6669948101043701,-0.11158633232116699
670,481,0.5237826108932495,0.6681007146835327,-0.109675832092762
670,482,0.5237877368927002,0.6698101758956909,-0.10994405299425125
668,482,0.5220321416854858,0.6701599955558777,-0.13781575858592987
670,482,0.5234537124633789,0.6702393293380737,-0.13504840433597565
676,482,0.5288684964179993,0.6707713603973389,-0.11501894146203995
679,485,0.5308167338371277,0.6749950647354126,-0.12310869246721268
685,489,0.535780668258667,0.6804214119911194,-0.11257116496562958
693,491,0.5417141914367676,0.6822460889816284,-0.11260015517473221
697,493,0.5448335409164429,0.6851497292518616,-0.13350394368171692
706,496,0.5516836047172546,0.6897320747375488,-0.10239709168672562
712,500,0.556778609752655,0.6945430040359497,-0.11443883925676346
718,505,0.5610014796257019,0.7016780972480774,-0.12015333026647568
726,507,0.5673893690109253,0.7049236297607422,-0.17856119573116302
726,507,0.5678486227989197,0.7042397856712341,-0.15835030376911163
727,511,0.5683871507644653,0.7103868126869202,-0.12835843861103058
733,516,0.5730765461921692,0.7174153327941895,-0.11733023822307587
744,522,0.5816647410392761,0.725407600402832,-0.10781408846378326
743,518,0.580737829208374,0.7205694913864136,-0.13013438880443573
